un_number,name_zh,name_en,class_or_division,subsidiary_hazard,packing_group,special_provisions,limited_quantities,excepted_quantities,packing_instruction,special_packing_provisions,portable_tank_instruction,portable_tank_special_provisions
2350,甲基丁基醚(甲丁醚),BUTYL METHYL ETHER,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2351,亚硝酸丁酯,BUTYL NITRITES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2351,亚硝酸丁酯,BUTYL NITRITES,3,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2352,乙烯基丁基醚，稳定的,"BUTYL VINYL ETHER, STABILIZED",3,-,Ⅱ,386,1 L,E2,P001 IBC02,-,T4,TP1
2353,丁酰氯,BUTYRYL CHLORIDE,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T8,TP2 TP13
2354,氯甲基乙基醚,CHLOROMETHYL ETHYL ETHER,3,6.1,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1 TP13
2356,2-氯丙烷,2-CHLOROPROPANE,3,-,Ⅰ,-,0,E3,P001,-,T11,TP2 TP13
2357,环己胺,CYCLOHEXYLAMINE,8,3,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP2
2358,环辛四烯,CYCLOOCTATETRAENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2359,二烯丙基胺,DIALLYLAMINE,3,6.1 8,Ⅱ,-,1 L,E2,P001 IBC99,-,T7,TP1
2360,二烯丙基醚,DIALLYL ETHER,3,6.1,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1 TP13
2361,二异丁胺,DIISOBUTYLAMINE,3,8,Ⅲ,-,5 L,E1,P001 IBC03,-,T4,TP1
2362,1.1-二氯乙烷,"1,1-DICHLOROETHANE",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2363,乙硫醇,ETHYL MERCAPTAN,3,-,Ⅰ,-,0,E0,P001,-,T11,TP2 TP13
2364,正丙苯,n-PROPYLBENZENE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2366,碳酸二乙酯,DIETHYL CARBONATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2367,α-甲基戊醛,alpha-METHYLVALERAL-DEH YDE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2368,α-蒎烯,alpha-PINENE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2370,1-己烯,1-HEXENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2371,异戊烯类,ISOPENTENES,3,-,Ⅰ,-,0,E3,P001,-,T11,TP2
2372,1，2-二-(二甲氨基)乙烷,"1,2-DI-(DIMETHYLAMINO) ETHANE",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2373,二乙氧基甲烷,DIETHOXYMETHANE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2374,3.3-二乙氧基丙烯,"3,3-DIETHOXYPROPENE",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2375,二乙硫醚(二乙硫),DIETHYL SULPHIDE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1 TP13
2376,2，3-二氢吡喃,"2,3-DIH YDROPYRAN",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2377,1，1-二甲氧基乙烷,"1,1-DIMETHOXYETHANE",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2378,2-二甲氨基乙腈,2-DIMETHYLAMINO-ACETONITRILE,3,6.1,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2379,1.3-二甲基丁胺,"1,3-DIMETHYLBUTYLAMINE",3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2380,二甲基二乙氧基硅烷,DIMETHYLDIETHOXYSILANE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2381,二甲二硫,DIMETHYL DISULPHIDE,3,6.1,Ⅱ,354,1 L,E0,P001 IBC02,-,T7,TP2 TP13
2382,对称二甲肼,"DIMETHYLHYDRAZINE, SYMMETRICAL",6.1,3,Ⅰ,354,0,E0,P602,-,T20,TP2 TP13
2383,二丙胺,DIPROPYLAMINE,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2384,二正丙醚,DI-n-PROPYL ETHER,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2385,异丁酸乙酯,ETHYL ISOBUTYRATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2386,1-乙基哌啶,1-ETHYLPIPERIDINE,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2387,氟苯,FLUOROBENZENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2388,氟代甲苯,FLUOROTOLUENES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2389,呋喃,FURAN,3,-,Ⅰ,-,0,E3,P001,-,T12,TP2 TP13
2390,2-碘丁烷,2-IODOBUTANE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2391,碘甲基丙烷,IODOMETHYLPROPANES,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2392,碘丙烷,IODOPROPANES,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2393,甲酸异丁酯,ISOBUTYL FORMATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2394,丙酸异丁酯,ISOBUTYL PROPIONATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2395,异丁酰氯,ISOBUTYRYL CHLORIDE,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP2
2396,甲基丙烯醛，稳定的,"METHACRYLALDEHYDE, STABILIZED",3,6.1,Ⅱ,386,1 L,E2,P001 IBC02,-,T7,TP1 TP13
2397,3-甲基-2-丁酮,3-METHYLBUTAN-2-ONE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2398,甲基叔丁基醚,METHYL tert-BUTYL ETHER,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2399,1-甲基哌啶,1-METHYLPIPERIDINE,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2400,异戊酸甲酯,METHYL ISOVALERATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2401,哌啶,PIPERIDINE,8,3,Ⅰ,-,0,E0,P001,-,T10,TP2
2402,丙硫醇,PROPANETHIOLS,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1 TP13
2403,乙酸异丙烯酯,ISOPROPENYL ACETATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2404,丙腈,PROPIONITRILE,3,6.1,Ⅱ,-,1 L,E0,P001 IBC02,-,T7,TP1 TP13
2405,丁酸异丙酯,ISOPROPYL BUTYRATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2406,异丁酸异丙酯,ISOPROPYL ISOBUTYRATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2407,氯甲酸异丙酯,ISOPROPYL CHLOROFORMATE,6.1,38,Ⅰ,354,0,E0,P602,-,-,-
2409,丙酸异丙酯,ISOPROPYL PROPIONATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2410,"1,2,3,6-四氢吡啶","1,2,3,6-TETRAHYDROPYRIDINE",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2411,丁腈,BUTYRONITRILE,3,6.1,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1 TP13
2412,四氢噻吩,TETRAHYDROTHIOPHENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2413,原钛酸四丙酯,TETRAPROPYL ORTHOTITANATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2414,噻吩,THIOPHENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2416,硼酸三甲酯,TRIMETHYL BORATE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2417,碳酰氟,CARBONYL FLUORIDE,2.3,8,-,-,0,E0,P200,-,-,-
2418,四氟化硫,SULPHUR TETRAFLUORIDE,2.3,8,-,-,0,E0,P200,-,-,-
2419,溴三氟乙烯,BROMOTRIFLUOROETHYLENE,2.1,-,-,-,0,E0,P200,-,-,-
2420,六氟丙酮,HEXAFLUOROACETONE,2.3,8,-,-,0,E0,P200,-,-,-
2421,三氧化二氮,NITROGEN TRIOXIDE,2.3,5.1 8,-,-,0,E0,P200,-,-,-
2422,八氟-2-丁烯(制冷气体 R1318),OCTAFLUOROBUT-2-ENE(REFRIGERANT GAS R1318),2.2,-,-,-,120 mL,E1,P200,-,-,-
2424,八氟丙烷(制冷气体 R218),OCTAFLUOROPROPANE(REFRIGERANT GAS R218),2.2,-,-,-,120 mL,E1,P200,-,T50,-
2426,液态硝酸铵(热浓溶液),"AMMONIUM NITRATE, LIQUID (hot concentrated solution)",5.1,-,-,252,0,E0,无,-,T7,TP1 TP16 TP17
2427,氯酸钾水溶液,"POTASSIUM CHLORATE, AQUEOUS SOLUTION",5.1,-,Ⅱ,-,1 L,E2,P504 IBC02,-,T4,TP1
2427,氯酸钾水溶液,"POTASSIUM CHLORATE, AQUEOUS SOLUTION",5.1,-,Ⅲ,223,5 L,E1,P504 IBC02,-,T4,TP1
2428,氯酸钠水溶液,"SODIUM CHLORATE, AQUEOUS SOLUTION",5.1,-,Ⅱ,-,1 L,E2,P504 IBC02,-,T4,TP1
2428,氯酸钠水溶液,"SODIUM CHLORATE, AQUEOUS SOLUTION",5.1,-,Ⅲ,223,5 L,E1,P504 IBC02,-,T4,TP1
2429,氯酸钙水溶液,"CALCIUM CHLORATE, AQUEOUS SOLUTION",5.1,-,Ⅱ,-,1 L,E2,P504 IBC02,-,T4,TP1
2429,氯酸钙水溶液,"CALCIUM CHLORATE, AQUEOUS SOLUTION",5.1,-,Ⅲ,223,5 L,E1,P504 IBC02,-,T4,TP1
2430,固态烷基苯酚，未另作规 定的(包括C₂~C₁₂的同系 物),"ALK YLPHENOLS, SOLID, N. O. S. (including C₂~C₁₂ homologues)",8,-,Ⅰ,-,0,E0,P002 IBC07,B1,T6,TP33
2430,固态烷基苯酚，未另作规 定的(包括C₂~C₁₂的同系 物),"ALK YLPHENOLS, SOLID, N. O. S. (including C₂~C₁₂ homologues)",8,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
2430,固态烷基苯酚，未另作规 定的(包括C₂~C₁₂的同系 物),"ALK YLPHENOLS, SOLID, N. O. S. (including C₂~C₁₂ homologues)",8,-,Ⅲ,223,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2431,茴香胺,ANISIDINES,6.1,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2432,N，N-二乙基苯胺,"N,N-DIETHYLANILINE",6.1,-,Ⅲ,279,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2433,液态硝基氯甲苯,"CHLORONITROTOLUENES, LIQUID",6.1,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2434,二苄基二氯硅烷,DIBENZYLDICHLOROSILANE,8,-,Ⅱ,-,0,E0,P010,-,T10,TP2 TP7 TP13
2435,乙基苯基二氯硅烷,ETHYLPHENYL-DICHLOROSILANE,8,-,Ⅱ,-,0,E0,P010,-,T10,TP2 TP7 TP13
2436,硫代乙酸,THIOACETIC ACID,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2437,甲基苯基二氯硅烷,METHYLPHENYL-DICHLOROSILANE,8,-,Ⅱ,-,0,E0,P010,-,T10,TP2 TP7 TP13
2438,三甲基乙酰氯,TRIMETHYLACETYL CHLORIDE,6.1,3 8,Ⅰ,-,0,E0,P001,-,T14,TP2 TP13
2439,二氟化氢钠,SODIUM HYDROGEN-DIFLUORIDE,8,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
2440,五水合四氯化锡,STANNIC CHLORIDE PENTAHYDRATE,8,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2441,三氯化钛，发火的或三氯 化钛混合物，发火的,"TITANIUM TRICHLORIDE, PYROPHORIC or TITANIUM TRICHLORIDE MIXTURE, PYROPHORIC",4.2,8,Ⅰ,-,0,E0,P404,-,-,-
2442,三氯乙酰氯,TRICHLOROACETYL CHLORIDE,8,-,Ⅱ,-,0,E0,P001,-,T7,TP2
2443,三氯氧化钒,VANADIUM OXYTRICHLORIDE,8,-,Ⅱ,-,1 L,E0,P001 IBC02,-,T7,TP2
2444,四氯化钒,VANADIUM TETRACHLORIDE,8,-,Ⅰ,-,0,E0,P802,-,T10,TP2
2446,固态硝基甲苯酚,"NITROCRESOLS, SOLID",6.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2447,熔融白磷,"PHOSPHORUS, WHITE, MOLTEN",4.2,6.1,Ⅰ,-,0,E0,无,-,T21,TP3 TP7 TP26
2448,熔融硫磺,"SULPHUR, MOLTEN",4.1,-,Ⅲ,-,0,E0,IBC01,-,T1,TP3
2451,三氟化氮,NITROGEN TRIFLUORIDE,2.2,5.1,-,-,0,E0,P200,-,-,-
2452,乙基乙炔，稳定的,"ETHYLACETYLENE, STABILIZED",2.1,-,-,386,0,E0,P200,-,-,-
2453,乙基氟(制冷气体 R161),ETHYL FLUORIDE (REFRIGERANT GAS R161),2.1,-,-,-,0,E0,P200,-,-,-
2454,甲基氟(制冷气体 R41),METHYL FLUORIDE(REFRIGERANT GAS R41),2.1,-,-,-,0,E0,P200,-,-,-
2455,亚硝酸甲酯,METHYL NITRITE,2.2,-,-,-,120 mL,E1,P200,-,-,-
2456,2-氯丙烯,2-CHLOROPROPENE,3,-,Ⅰ,-,0,E3,P001,-,T11,TP2
2457,2.3-二甲基丁烷,"2,3-DIMETHYLBUTANE",3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2458,己二烯,HEXADIENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2459,2-甲基-1-丁烯,2-METHYL-1-BUTENE,3,-,Ⅰ,-,0,E3,P001,-,T11,TP2
2460,2-甲基-2-丁烯,2-METHYL-2-BUTENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,B8,T7,TP1
2461,甲基戊二烯,METHYLPENTADIENE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2463,氢化铝,ALUMINIUM HYDRIDE,4.3,-,Ⅰ,-,0,E0,P403,-,-,-
2464,硝酸铍,BERYLLIUM NITRATE,5.1,6.1,Ⅱ,-,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
2465,二氯异氰脲酸，干的或二 氯异氰脲酸盐,"DICHLOROISOCYANURIC ACID, DRY or DICHLORO-ISOCYANURIC ACID SALTS",5.1,-,Ⅱ,135,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
2466,超氧化钾,POTASSIUM SUPEROXIDE,5.1,-,Ⅰ,-,0,E0,P503 IBC06,B1,-,-
2468,三氯异氰脲酸，干的,"TRICHLOROISOCYANURIC ACID, DRY",5.1,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
2469,溴酸锌,ZINC BROMATE,5.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2470,液态苯基乙腈,"PHENYLACETONITRILE, LIQUID",6.1,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2471,四氧化钱,OSMIUM TETROXIDE,6.1,-,Ⅰ,-,0,E5,P002 IBC07,PP30 B1,T6,TP33
2473,对氨苯基胂酸钠,SODIUM ARSANILATE,6.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2474,硫光气,THIOPHOSGENE,6.1,-,Ⅰ,279 354,0,E0,P602,-,T20,TP2 TP13
2475,三氯化钒,VANADIUM TRICHLORIDE,8,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2477,异硫氰酸甲酯,METHYL ISOTHIOCYANATE,6.1,3,Ⅰ,354,0,E0,P602,-,T20,TP2 TP13
2478,异氰酸酯，易燃，毒性，未 另作规定的或异氰酸酯溶 液，易燃，毒性，未另作规 定的,"ISOCYANATES, FLAMMABLE, TOXIC, N. O. S. or ISOCY ANATE SOLUTION, FLAMMABLE, TOXIC, N. O. S.",3,6.1,Ⅱ,274,1 L,E2,P001 IBC02,-,T11,TP2 TP13 TP27
2478,异氰酸酯，易燃，毒性，未 另作规定的或异氰酸酯溶 液，易燃，毒性，未另作规 定的,"ISOCYANATES, FLAMMABLE, TOXIC, N. O. S. or ISOCY ANATE SOLUTION, FLAMMABLE, TOXIC, N. O. S.",3,6.1,Ⅲ,223 274,5 L,E1,P001 IBC03,-,T7,TP1 TP13 TP28
2480,异氰酸甲酯,METHYL ISOCYANATE,6.1,3,Ⅰ,354,0,E0,P601,-,T22,TP2 TP13
2481,异氰酸乙酯,ETHYL ISOCYANATE,6.1,3,Ⅰ,354,0,E0,P602,—,T20,TP2 TP13
2482,异氰酸正丙酯,n-PROPYL ISOCYANATE,6.1,3,Ⅰ,354,0,E0,P602,—,T20,TP2 TP13
2483,异氰酸异丙酯,ISOPROPYL ISOCYANATE,6.1,3,Ⅰ,354,0,E0,P602,—,T20,TP2 TP13
2484,异氰酸叔丁酯,tert-BUTYL ISOCYANATE,6.1,3,Ⅰ,354,0,E0,P602,—,T20,TP2 TP13
2485,异氰酸正丁酯,n-BUTYL ISOCYANATE,6.1,3,Ⅰ,354,0,E0,P602,—,T20,TP2 TP13
2486,异氰酸异丁酯,ISOBUTYL ISOCYANATE,6.1,3,Ⅰ,354,0,E0,P602,—,T20,TP2 TP13
2487,异氰酸苯酯,PHENYL ISOCY ANATE,6.1,3,Ⅰ,354,0,E0,P602,—,T20,TP2 TP13
2488,异氰酸环己酯,CYCLOHEXYL ISOCYANATE,6.1,3,Ⅰ,354,0,E0,P602,—,T20,TP2 TP13
2490,二氯异丙醚,DICHLOROISOPROPYL ETHER,6.1,—,Ⅱ,—,100 mL,E4,P001 IBC02,—,T7,TP2
2491,乙醇胺或乙醇胺溶液,ETHANOLAMINE or ETHANOLAMINE SOLUTION,8,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2493,六亚甲基亚胺,HEXAMETHYLENEIMINE,3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2495,五氟化碘,IODINE PENTAFLUORIDE,5.1,6.1 8,Ⅰ,-,0,E0,P200,-,-,-
2496,丙酸酐,PROPIONIC ANHYDRIDE,8,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2498,"1,2,3,6-四氢化苯甲醛","1,2,3,6-TETRAHYDRO-BENZALDEHYDE",3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2501,氧化三-(1-氮丙啶基)膦 溶液,TRIS-(1-AZIRIDINYL) PHOSPHINE OXIDE SOLUTION,6.1,-,Ⅱ,-,100 mL,E4,P001 IBC02,-,T7,TP2
2501,氧化三-(1-氮丙啶基)膦 溶液,TRIS-(1-AZIRIDINYL) PHOSPHINE OXIDE SOLUTION,6.1,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2502,戊酰氯,VALERYL CHLORIDE,8,3,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP2
2503,四氯化锆,ZIRCONIUM TETRACHLORIDE,8,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2504,四溴乙烷,TETRABROMOETHANE,6.1,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2505,氟化铵,AMMONIUM FLUORIDE,6.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2506,硫酸氢铵,AMMONIUM HYDROGEN SULPHATE,8,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
2507,固态氯铂酸,"CHLOROPLATINIC ACID, SOLID",8,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2508,五氯化钼,MOLYBDENUM PENTACHLORIDE,8,-,Ⅲ,-,5 kg,E1,P002 BC08 LP02,B3,T1,TP33
2509,硫酸氢钾,POTASSIUM HYDROGEN SULPHATE,8,-,Ⅱ,-,1 kg,E2,P002 IBC08,"B2, B4",T3,TP33
2511,2-氯丙酸,2-CHLOROPROPIONIC ACID,8,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T4,TP2
2512,氨基苯酚(邻、间、对),"AMINOPHENOLS(o-, m⁻, p-)",6.1,-,Ⅲ,279,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2513,溴乙酰溴,BROMOACETYL BROMIDE,8,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T8,TP2
2514,溴苯,BROMOBENZENE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2515,溴仿,BROMOFORM,6.1,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2516,四溴化碳,CARBON TETRABROMIDE,6.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2517,"1-氯-1,1-二氟乙烷(制冷 气体 R142b)","1-CHLORO-1,1-DIFLUOROETHANE (REFRIGERANT GAS R142b)",2.1,-,-,-,0,E0,P200,-,T50,-
2518,1，5，9-环十二碳三烯,"1,5,9-CYCLODODECATRIENE",6.1,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2520,环辛二烯,CYCLOOCTADIENES,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2521,双烯酮，稳定的,"DIKETENE, STABILIZED",6.1,3,Ⅰ,354 386,0,E0,P602,-,T20,TP2 TP13
2522,2-二甲氨基甲基丙烯酸乙 酯，稳定的,"2-DIMETHYLAMINOETHYL METHACRYLATE, STABILIZED",6.1,-,Ⅱ,386,100 mL,E4,P001 IBC02,-,T7,TP2
2524,原甲酸乙酯,ETHYL ORTHOFORMATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2525,草酸乙酯,ETHYL OXALATE,6.1,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2526,糠胺,FURFURYLAMINE,3,8,Ⅲ,-,5 L,E1,P001 IBC03,-,T4,TP1
2527,丙烯酸异丁酯，稳定的,"ISOBUTYL ACRYLATE, ST ABILIZED",3,-,Ⅲ,386,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2528,异丁酸异丁酯,ISOBUTYL ISOBUTYRATE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2529,异丁酸,ISOBUTYRIC ACID,3,8,Ⅲ,-,5 L,E1,P001 IBC03,-,T4,TP1
2531,甲基丙烯酸，稳定的,"METHACRYLIC ACID, STABILIZED",8,-,Ⅱ,386,1 L,E2,P001 IBC02 LP01,-,T7,TP2 TP18 TP30
2533,三氯乙酸甲酯,METHYL TRICHLOROACETATE,6.1,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2534,甲基氯硅烷,METHYLCHLOROSILANE,2.3,2.18,-,-,0,E0,P200,-,-,-
2535,4-甲基吗啉(N-甲基吗啉),4-METHYLMORPHOLINE(N- METHYLMORPHOLINE),3,8,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP1
2536,甲基四氢呋喃,METHYLTETRAHYDROFURAN,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1
2538,硝基萘,NITRONAPHTHALENE,4.1,-,Ⅲ,-,5 kg,E1,P002 IBC08 LP02,B3,T1,TP33
2541,萜品油烯,TERPINOLENE,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2542,三丁胺,TRIBUTYLAMINE,6.1,-,Ⅱ,-,100 mL,E4,P001 IBC02,-,T7,TP2
2545,给粉，干的,"HAFNIUM POWDER, DRY",4.2,-,Ⅰ,-,0,E0,P404,-,-,-
2545,给粉，干的,"HAFNIUM POWDER, DRY",4.2,-,Ⅱ,-,0,E2,P410 IBC06,B2,T3,TP33
2545,给粉，干的,"HAFNIUM POWDER, DRY",4.2,-,Ⅲ,223,0,E1,P002 IBC08 LP02,B3,T1,TP33
2546,钛粉，干的,"TITANIUM POWDER, DRY",4.2,-,Ⅰ,-,0,E0,P404,-,-,-
2546,钛粉，干的,"TITANIUM POWDER, DRY",4.2,-,Ⅱ,-,0,E2,P410 IBC06,B2,T3,TP33
2546,钛粉，干的,"TITANIUM POWDER, DRY",4.2,-,Ⅲ,223,0,E1,P002 IBC08 LP02,B3,T1,TP33
2547,超氧化钠,SODIUM SUPEROXIDE,5.1,-,Ⅰ,-,0,E0,P503 IBC06,B1,-,-
2548,五氟化氯,CHLORINE PENTAFLUORIDE,2.3,5.1 8,-,-,0,E0,P200,-,-,-
2552,液态水合六氟丙酮,"HEXAFLUOROACETONE HYDRATE, LIQUID",6.1,-,Ⅱ,-,100 mL,E4,P001 IBC02,-,T7,TP2
2554,甲基烯丙基氯,METHYLALLYL CHLORIDE,3,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T4,TP1 TP13
2555,含水硝化纤维素(按质量 含水不低于 25%),"NITROCELLULOSE WITH W ATER (not less than 25% water, by mass)",4.1,-,Ⅱ,28 394,0,E0,P406,-,-,-
2556,含醇硝化纤维素(按质量 含醇不低于 25%，按干重 含氮不超过 12.6%),"NITROCELLULOSE WITH ALCOHOL(not less than 25% alcohol, by mass, and not more than12.6% nitrogen, by dry mass)",4.1,-,Ⅱ,28 394,0,E0,P406,-,-,-
2557,硝化纤维素，按干重含氮 不超过12.6%，混合物含 或不含增塑剂、含或不含 颜料,"NITROCELLULOSE, with not more than 12.6% nitrogen, by dry mass, MIXTURE WITH or WITHOUT PLASTICIZER, WITH or WITHOUT PIGMENT",4.1,-,Ⅱ,241 394,0,E0,P406,-,-,-
2558,表溴醇,EPIBROMOHYDRIN,6.1,3,Ⅰ,-,0,E0,P001,-,T14,TP2 TP13
2560,2-甲基-2-戊醇,2-METHYLPENTAN-2-OL,3,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T2,TP1
2561,3-甲基-1-丁烯,3-METHYL-1-BUTENE,3,-,Ⅰ,-,0,E3,P001,-,T11,TP2
2564,三氯乙酸溶液,TRICHLOROACETIC ACID SOLUTION,8,-,Ⅱ,-,1 L,E2,P001 IBC02,-,T7,TP2
2564,三氯乙酸溶液,TRICHLOROACETIC ACID SOLUTION,8,-,Ⅲ,223,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2565,二环己胺,DICYCLOHEXYLAMINE,8,-,Ⅲ,-,5 L,E1,P001 IBC03 LP01,-,T4,TP1
2567,五氯苯酚钠,SODIUM PENTACHLORO-PHENATE,6.1,-,Ⅱ,-,500 g,E4,P002 IBC08,"B2, B4",T3,TP33
2570,镉化合物,CADMIUM COMPOUND,6.1,-,Ⅰ,274,0,E5,P002 IBC07,B1,T6,TP33
2570,镉化合物,CADMIUM COMPOUND,6.1,-,Ⅱ,274,500 g,E4,P002 IBC08,"B2, B4",T3,TP33
